name,total_citation,gen_citation,com_citation,copious_citation,self_citation,NGC,NGC(Archana),NCC,NCC(Archana),OC,OC(Archana),institute,domain,hindex,N-H-index(Archana),i10,N- i10(Archana)
A2103,461,127,189,140,0,1,0.724512,0.59,0.590022,1,1,"University of California, Irvine ",Artificial Intelligence,12,0.4,15,0.5
A2104,798,225,525,12,29,1,0.718045,0.3421,0.342105,1,0.963659," University of California, Berkeley",Data Management and Visualization,19,0.633333333,27,0.9
A2105,77,68,8,0,0,0.1169,0.116883,1,0.896104,1,1,"University of California, San Diego",Data Science,6,0.2,5,0.166666667
A2106,475,170,177,22,25,1,0.642105,0.6274,0.627368,0.8295,0.947368,"University of California, Berkeley","Computer Graphics, Vision, Animation, and Game Science",15,0.5,17,0.566666667
A2107,515,38,315,111,24,1,0.926214,0.3883,0.38835,1,0.953398,University of Arizona,Data Management and Visualization,20,0.666666667,20,0.666666667
A2108,501,345,61,9,78,0.3114,0.311377,1,0.878244,1,0.844311,Massachusetts Institute of Technology ,Theory of Computation,15,0.5,17,0.566666667
A2109,689,177,361,98,52,1,0.743106,0.4761,0.476052,1,0.924528,The University of Chicago,Programming Languages and Software Engineering,24,0.8,24,0.8
A211,400,226,9,21,9,0.435,0.435,1,0.9775,0.6625,0.9775,Rijksuniversiteit Groningen,Natural Language Processing,16,0.533333333,18,0.6
A2110,982,166,791,22,2,1,0.830957,0.1945,0.194501,1,0.997963,Washington University in St. Louis,Theory of Computation,27,0.9,29,0.966666667
A2111,330,300,25,1,1,0.0909,0.090909,1,0.924242,1,0.99697,"University of California, Berkeley  ",Computational & Synthetic Biology,10,0.333333333,2,0.066666667
A2112,651,393,120,107,22,0.3963,0.396313,1,0.815668,1,0.966206,Washington University in St. Louis  ,"Computer Graphics, Vision, Animation, and Game Science",13,0.433333333,15,0.5
A2113,579,339,157,17,31,0.4145,0.414508,0.7288,0.728843,1,0.946459,"University of California, Riverside",Computer Architecture,20,0.666666667,22,0.733333333
A2114,181,119,43,16,2,0.3425,0.342541,1,0.762431,1,0.98895,Stanford University,Machine Learning,9,0.3,4,0.133333333
A2115,924,298,383,210,26,1,0.677489,0.5855,0.585498,1,0.971861,Cornell University,Wireless and Sensor Systems,17,0.566666667,27,0.9
A2116,307,28,101,48,120,1,0.908795,0.671,0.67101,1,0.609121,University of Rochester,Computational & Synthetic Biology,9,0.3,3,0.1
A2117,754,302,351,37,33,1,0.599469,0.5345,0.534483,1,0.956233,University of Arizona,Natural Language Processing,13,0.433333333,22,0.733333333
A2118,530,439,4,72,14,0.1717,0.171698,1,0.992453,1,0.973585,Wesleyan University,Programming Languages and Software Engineering,16,0.533333333,16,0.533333333
A2119,384,172,32,69,76,1,0.552083,1,0.916667,0.9089,0.802083,Cornell University,"Computer Graphics, Vision, Animation, and Game Science",12,0.4,16,0.533333333
A212,746,539,82,27,75,0.2775,0.27748,1,0.89008,1,0.899464,Tel Aviv University,Security and Privacy,19,0.633333333,25,0.833333333
A2120,609,426,12,0,116,0.3005,0.300493,1,0.980296,0.9097,0.809524,"University of California, Los Angeles",Data Science,21,0.7,23,0.766666667
A2121,665,85,346,156,29,1,0.87218,0.4797,0.479699,1,0.956391,Tel Aviv University,Computer Architecture,13,0.433333333,21,0.7
A2122,26,22,3,0,0,0.1538,0.153846,1,0.884615,1,1,University of Washington,Computational & Synthetic Biology,4,0.133333333,0,0
A2123,802,538,35,19,43,0.3292,0.329177,1,0.956359,0.7918,0.946384,Boston University Graduate School,Molecular Information Systems,27,0.9,27,0.9
A2124,170,25,91,20,1,1,0.852941,0.4647,0.464706,0.8059,0.994118,Stanford University,Computational & Synthetic Biology,12,0.4,12,0.4
A2125,910,592,309,5,1,0.3495,0.349451,0.6604,0.66044,1,0.998901, The University of Chicago,Computer Architecture,23,0.766666667,24,0.8
A2126,654,595,32,4,11,0.0902,0.090214,1,0.95107,1,0.98318,"University of California, Riverside",Human Computer Interaction,13,0.433333333,14,0.466666667
A2127,606,257,305,32,1,1,0.575908,0.4967,0.4967,1,0.99835,"University of California, Berkeley  ",Computational & Synthetic Biology,19,0.633333333,19,0.633333333
A2128,579,188,104,19,3,1,0.675302,1,0.82038,0.5423,0.994819,Vrije Universiteit Amsterdam ,Computational & Synthetic Biology,20,0.666666667,20,0.666666667
A2129,376,296,50,17,9,0.2128,0.212766,1,0.867021,1,0.976064,University of Georgia ,Security and Privacy,17,0.566666667,17,0.566666667
A213,711,201,136,33,166,1,0.7173,1,0.80872,0.7539,0.766526,Washington University in St. Louis  ,Wireless and Sensor Systems,18,0.6,21,0.7
A2130,642,574,8,28,0,0.1059,0.105919,1,0.987539,1,1, The University of Chicago,Machine Learning,20,0.666666667,20,0.666666667
A2131,356,313,42,0,0,0.1208,0.120787,1,0.882022,1,1,University of Washington,Ubiquitous Computing,16,0.533333333,16,0.533333333
A2132,217,183,2,15,1,0.1567,0.156682,1,0.990783,0.9263,0.995392,University of Georgia ,Computational & Synthetic Biology,12,0.4,13,0.433333333
A2133,466,226,183,19,7,1,0.515021,0.6073,0.607296,1,0.984979, The University of Chicago,Molecular Information Systems,11,0.366666667,19,0.633333333
A2134,141,108,6,1,8,0.234,0.234043,1,0.957447,0.8723,0.943262,University of Pittsburgh  ,Machine Learning,10,0.333333333,0,0
A2135,126,117,2,5,0,0.0714,0.071429,1,0.984127,1,1,Cornell University,Ubiquitous Computing,9,0.3,6,0.2
A2136,197,27,121,22,9,1,0.862944,0.3858,0.385787,0.9086,0.954315,University of New Brunswick,Natural Language Processing,7,0.233333333,5,0.166666667
A2137,201,50,12,132,6,1,0.751244,1,0.940299,1,0.970149,University of Washington,Ubiquitous Computing,10,0.333333333,2,0.066666667
A2138,890,141,282,75,390,1,0.841573,0.6831,0.683146,1,0.561798,Vrije Universiteit Amsterdam ,Wireless and Sensor Systems,17,0.566666667,25,0.833333333
A2139,417,275,137,0,4,0.3405,0.340528,0.6715,0.671463,1,0.990408,Flinders University of South Australia,Computer Architecture,12,0.4,15,0.5
A214,159,111,14,18,14,0.3019,0.301887,1,0.91195,1,0.91195,University Aix-Marseille,Computing for Development,11,0.366666667,11,0.366666667
A2140,248,182,13,2,14,0.2661,0.266129,1,0.947581,0.8508,0.943548,"University of California, Berkeley","Computer Graphics, Vision, Animation, and Game Science",14,0.466666667,14,0.466666667
A2141,452,342,83,14,12,0.2434,0.243363,1,0.816372,1,0.973451,"University of California, Los Angeles",Theory of Computation,16,0.533333333,17,0.566666667
A2142,58,30,23,2,2,0.4828,0.482759,0.6034,0.603448,1,0.965517,University of Auckland,Human Computer Interaction,3,0.1,1,0.033333333
A2143,687,370,257,2,43,0.4614,0.461426,0.6259,0.62591,1,0.937409,"University of California, Irvine ",Ubiquitous Computing,15,0.5,15,0.5
A2144,163,115,34,5,7,0.2945,0.294479,1,0.791411,1,0.957055,Boston University Graduate School,Theory of Computation,7,0.233333333,2,0.066666667
A2145,93,92,0,0,0,0.0108,0.010753,1,1,1,1,Indiana University,Computer Architecture,7,0.233333333,6,0.2
A2146,148,78,44,6,3,0.473,0.472973,0.7027,0.702703,0.8851,0.97973,"University of California, Riverside",Wireless and Sensor Systems,6,0.2,5,0.166666667
A2147,667,554,61,44,3,0.1694,0.169415,1,0.908546,1,0.995502,"University of California, Riverside",Data Science,24,0.8,24,0.8
A2148,21,7,13,0,0,1,0.666667,0.381,0.380952,1,1,"University of California, Irvine ",Data Management and Visualization,3,0.1,2,0.066666667
A2149,455,9,173,166,105,1,0.98022,0.6198,0.61978,1,0.769231,Rijksuniversiteit Groningen,Systems and Networking,16,0.533333333,16,0.533333333
A215,827,87,542,182,2,1,0.8948,0.3446,0.344619,1,0.997582,Oregon State University,Data Management and Visualization,16,0.533333333,23,0.766666667
A2150,181,96,45,32,7,0.4696,0.469613,0.7514,0.751381,1,0.961326,Boston University Graduate School,Systems and Networking,11,0.366666667,12,0.4
A2151,325,88,14,139,1,1,0.729231,1,0.956923,0.7446,0.996923,University of Iowa,Artificial Intelligence,15,0.5,15,0.5
A2152,468,152,164,9,102,1,0.675214,0.6496,0.649573,0.9124,0.782051,"University of California, Los Angeles",Molecular Information Systems,18,0.6,19,0.633333333
A2153,584,186,265,101,9,1,0.681507,0.5462,0.546233,1,0.984589,University of Massachusetts Amhers ,Data Science,21,0.7,21,0.7
A2154,863,468,318,12,19,0.4577,0.457706,0.6315,0.631518,1,0.977984,Cornell University,Artificial Intelligence,26,0.866666667,27,0.9
A2155,879,381,110,219,116,1,0.566553,1,0.874858,1,0.868032,Massachusetts Institute of Technology ,Natural Language Processing,28,0.933333333,28,0.933333333
A2156,658,533,116,0,0,0.19,0.18997,1,0.823708,1,1,Rijksuniversiteit Groningen,"Computer Graphics, Vision, Animation, and Game Science",17,0.566666667,18,0.6
A2157,624,341,101,12,105,0.4535,0.453526,1,0.838141,0.8958,0.831731,Washington University in St. Louis  ,Wireless and Sensor Systems,14,0.466666667,20,0.666666667
A2158,159,109,27,15,1,0.3145,0.314465,1,0.830189,1,0.993711,Washington University in St. Louis,Human Computer Interaction,9,0.3,7,0.233333333
A2159,249,228,8,5,3,0.0843,0.084337,1,0.967871,1,0.987952, The University of Chicago,Human Computer Interaction,14,0.466666667,14,0.466666667
A216,943,825,65,33,18,0.1251,0.125133,1,0.931071,1,0.980912,Northwestern University,Molecular Information Systems,17,0.566666667,18,0.6
A2160,18,7,10,0,0,1,0.611111,0.4444,0.444444,1,1,University of New Brunswick,Data Management and Visualization,3,0.1,1,0.033333333
A2161,712,147,4,540,19,1,0.793539,1,0.994382,1,0.973315,University of Oxford,Security and Privacy,19,0.633333333,24,0.8
A2162,255,83,84,22,6,1,0.67451,0.6706,0.670588,0.7647,0.976471,Tel Aviv University,Ubiquitous Computing,13,0.433333333,14,0.466666667
A2163,88,9,73,0,1,1,0.897727,0.1705,0.170455,1,0.988636,University of Iowa,Human Computer Interaction,5,0.166666667,0,0
A2164,215,129,21,58,2,0.4,0.4,1,0.902326,1,0.990698,University of New Brunswick,Data Management and Visualization,12,0.4,13,0.433333333
A2165,742,650,76,2,5,0.124,0.123989,1,0.897574,1,0.993261,University of Notre Dame,Natural Language Processing,26,0.866666667,26,0.866666667
A2166,411,169,193,17,15,1,0.588808,0.5304,0.530414,1,0.963504,University of Notre Dame,Ubiquitous Computing,18,0.6,18,0.6
A2167,648,291,304,0,21,1,0.550926,0.5309,0.530864,1,0.967593,Wesleyan University,Computing for Development,17,0.566666667,23,0.766666667
A2168,774,572,111,86,0,0.261,0.260982,1,0.856589,1,1,University of Georgia ,Natural Language Processing,23,0.766666667,23,0.766666667
A2169,191,75,112,3,0,1,0.60733,0.4136,0.413613,1,1,University of Massachusetts Amhers ,Computer Architecture,12,0.4,12,0.4
A217,216,27,105,29,38,1,0.875,0.5139,0.513889,0.9213,0.824074,"University of California, San Diego",Molecular Information Systems,12,0.4,12,0.4
A2170,190,176,3,4,5,0.0737,0.073684,1,0.984211,1,0.973684,Indiana University,Computer Architecture,10,0.333333333,8,0.266666667
A2171,790,774,8,5,0,0.0203,0.020253,1,0.989873,1,1,Cornell University,Systems and Networking,19,0.633333333,23,0.766666667
A2172,307,20,39,82,43,1,0.934853,1,0.872964,0.5993,0.859935,Vrije Universiteit Amsterdam ,Systems and Networking,13,0.433333333,14,0.466666667
A2173,487,482,0,4,0,0.0103,0.010267,1,1,1,1, The University of Chicago,Ubiquitous Computing,13,0.433333333,15,0.5
A2174,666,587,52,8,17,0.1186,0.118619,1,0.921922,1,0.974474,Vrije Universiteit Amsterdam ,Computational & Synthetic Biology,16,0.533333333,19,0.633333333
A2175,775,707,19,12,26,0.0877,0.087742,1,0.975484,1,0.966452,University of Auckland,Natural Language Processing,19,0.633333333,25,0.833333333
A2176,780,72,506,76,94,1,0.907692,0.3513,0.351282,1,0.879487,University of Auckland,Computing for Development,13,0.433333333,13,0.433333333
A2177,877,852,16,6,2,0.0285,0.028506,1,0.981756,1,0.997719,University of Massachusetts Amhers ,Theory of Computation,17,0.566666667,23,0.766666667
A2178,741,615,86,6,25,0.17,0.17004,1,0.883941,1,0.966262,University of New Brunswick,Security and Privacy,17,0.566666667,26,0.866666667
A2179,634,231,101,245,35,1,0.635647,1,0.840694,1,0.944795,"University of California, Riverside",Wireless and Sensor Systems,15,0.5,18,0.6
A218,196,150,42,3,0,0.2347,0.234694,1,0.785714,1,1,University of Georgia ,Machine Learning,10,0.333333333,1,0.033333333
A2180,981,875,97,8,0,0.1081,0.108053,1,0.901121,1,1,University Aix-Marseille,Data Management and Visualization,25,0.833333333,29,0.966666667
A2181,168,108,7,32,4,0.3571,0.357143,1,0.958333,0.8988,0.97619,University of New Brunswick,Machine Learning,8,0.266666667,6,0.2
A2182,543,262,96,145,25,1,0.517495,1,0.823204,1,0.953959,"University of California, San Diego",Data Management and Visualization,19,0.633333333,19,0.633333333
A2183,512,381,14,88,24,0.2559,0.255859,1,0.972656,1,0.953125,Indiana University,"Computer Graphics, Vision, Animation, and Game Science",13,0.433333333,20,0.666666667
A2184,424,179,64,144,22,1,0.57783,1,0.849057,1,0.948113,University of Auckland,Computer Architecture,14,0.466666667,19,0.633333333
A2185,123,81,10,28,0,0.3415,0.341463,1,0.918699,1,1,Northwestern University,Computing for Development,6,0.2,2,0.066666667
A2186,867,725,74,54,10,0.1638,0.163783,1,0.914648,1,0.988466,Flinders University of South Australia,Computing for Development,20,0.666666667,23,0.766666667
A2187,482,45,174,200,40,1,0.906639,0.639,0.639004,1,0.917012,The University of Chicago,Ubiquitous Computing,11,0.366666667,20,0.666666667
A2188,15,7,6,1,0,1,0.533333,0.6,0.6,1,1, The University of Chicago,Human Computer Interaction,2,0.066666667,1,0.033333333
A2189,205,200,4,0,0,0.0244,0.02439,1,0.980488,1,1,Flinders University of South Australia,Machine Learning,7,0.233333333,5,0.166666667
A219,58,16,30,7,2,1,0.724138,0.4828,0.482759,1,0.965517,University of Oxford,Machine Learning,5,0.166666667,4,0.133333333
A2190,280,234,34,7,0,0.1643,0.164286,1,0.878571,1,1,Boston University Graduate School,Theory of Computation,11,0.366666667,14,0.466666667
A2191,449,429,9,1,6,0.0445,0.044543,1,0.979955,1,0.986637,Washington University in St. Louis,Computing for Development,19,0.633333333,20,0.666666667
A2192,976,503,226,97,40,0.4846,0.484631,1,0.768443,0.8873,0.959016,Pontificia Universidad Catlica de Chile,Programming Languages and Software Engineering,21,0.7,29,0.966666667
A2193,299,147,130,11,3,0.5084,0.508361,0.5652,0.565217,1,0.989967,University Aix-Marseille,Security and Privacy,13,0.433333333,16,0.533333333
A2194,445,10,414,18,1,1,0.977528,0.0697,0.069663,1,0.997753,"University of California, Berkeley",Security and Privacy,12,0.4,14,0.466666667
A2195,201,92,68,15,12,1,0.542289,0.6617,0.661692,1,0.940299,The University of Chicago,Natural Language Processing,12,0.4,12,0.4
A2196,105,28,74,0,0,1,0.733333,0.2952,0.295238,1,1,"University of California, San Diego","Computer Graphics, Vision, Animation, and Game Science",9,0.3,5,0.166666667
A2197,110,40,41,4,23,1,0.636364,0.6273,0.627273,1,0.790909,Tel Aviv University,Programming Languages and Software Engineering,9,0.3,5,0.166666667
A2198,381,152,4,134,13,1,0.60105,1,0.989501,0.7953,0.965879,Washington University in St. Louis,Data Science,10,0.333333333,2,0.066666667
A2199,718,20,669,0,20,1,0.972145,0.0682,0.068245,1,0.972145,Stanford University,Data Management and Visualization,23,0.766666667,25,0.833333333
A22,311,19,104,177,9,1,0.938907,0.6656,0.665595,1,0.971061,Flinders University of South Australia,Wireless and Sensor Systems,16,0.533333333,16,0.533333333
A220,404,114,153,31,25,1,0.717822,0.6213,0.621287,0.7995,0.938119,University of Arizona,Human Computer Interaction,12,0.4,14,0.466666667
A2200,129,9,30,27,20,1,0.930233,1,0.767442,0.6667,0.844961,The University of Chicago,Programming Languages and Software Engineering,6,0.2,5,0.166666667
A2201,891,393,338,84,46,1,0.558923,0.6207,0.620651,1,0.948373,University of Georgia ,Computational & Synthetic Biology,23,0.766666667,27,0.9
A2202,21,10,8,2,0,0.5238,0.52381,0.619,0.619048,1,1,University of Arizona,Data Science,2,0.066666667,1,0.033333333
A2203,811,103,671,7,0,1,0.872996,0.1726,0.172626,1,1,"University of California, Berkeley  ",Data Management and Visualization,16,0.533333333,16,0.533333333
A2204,90,47,19,12,6,0.4778,0.477778,1,0.788889,1,0.933333,"University of California, San Diego",Ubiquitous Computing,7,0.233333333,5,0.166666667
A2205,647,64,511,12,45,1,0.901082,0.2102,0.210201,1,0.930448,University Aix-Marseille,Data Science,23,0.766666667,23,0.766666667
A2206,693,8,529,130,17,1,0.988456,0.2367,0.236652,1,0.975469,Northwestern University,Computing for Development,22,0.733333333,24,0.8
A2207,662,201,105,36,229,1,0.696375,1,0.84139,0.8625,0.654079,Massachusetts Institute of Technology,Theory of Computation,17,0.566666667,21,0.7
A2208,362,277,80,0,3,0.2348,0.234807,1,0.779006,1,0.991713,Massachusetts Institute of Technology,Computer Architecture,13,0.433333333,13,0.433333333
A2209,386,79,60,208,21,1,0.795337,1,0.84456,1,0.945596,University Aix-Marseille,Natural Language Processing,14,0.466666667,15,0.5
A221,653,103,366,72,57,1,0.842266,0.4395,0.43951,0.9158,0.912711,University of Georgia ,Security and Privacy,12,0.4,21,0.7
A2210,190,116,54,11,4,0.3895,0.389474,0.7158,0.715789,1,0.978947,University of Notre Dame,Natural Language Processing,11,0.366666667,11,0.366666667
A2211,314,263,38,2,0,0.1624,0.16242,1,0.878981,1,1,"University of California, Riverside",Machine Learning,16,0.533333333,16,0.533333333
A2212,636,597,16,16,5,0.0613,0.061321,1,0.974843,1,0.992138,"University of California, San Diego",Molecular Information Systems,19,0.633333333,20,0.666666667
A2213,637,112,277,11,143,1,0.824176,0.5651,0.565149,0.8524,0.77551,University of Pittsburgh  ,Natural Language Processing,18,0.6,18,0.6
A2214,512,328,59,70,52,0.3594,0.359375,1,0.884766,1,0.898438,University Aix-Marseille,"Computer Graphics, Vision, Animation, and Game Science",15,0.5,18,0.6
A2215,717,630,84,1,0,0.1213,0.121339,1,0.882845,1,1,"University of California, Berkeley",Security and Privacy,21,0.7,25,0.833333333
A2216,824,135,663,17,1,1,0.836165,0.1954,0.195388,1,0.998786,The University of Chicago,Computer Architecture,22,0.733333333,22,0.733333333
A2217,288,280,3,4,0,0.0278,0.027778,1,0.989583,1,1,University of Rochester,Machine Learning,11,0.366666667,13,0.433333333
